[ERR] Error while processing Bellwright/Content/Mist/Data/Quests/SideQuests/Horndean/CryMeARiver/CryMeARiverQuest_TalkToCalita.uasset: Package has unversioned properties but mapping file is missing, can't serialize 
[ERR] Error while processing Bellwright/Content/Mist/Data/Crafting/Catalysts/TanningActivationCatalyst.uasset: Package has unversioned properties but mapping file is missing, can't serialize serialize
ng Bellwright/Content/Mist/Data/Tutorials/Liberation_TutorialEntry.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while proc
[ERR] Error while processing Bellwright/Content/Mist/Data/ConstructionSite/Elements/Tier2/TinyRope.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Tutorials/Prosperity_TutorialEntry.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Items/KnowledgeBooks/Agility/AgilityKnowledgeStatusEffect_5.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Npcs/Templates/NpcManagerProfiles/RaidMap/POIs/ConquestPois/Cassians/CassiansConquestCragkeepCastlePoi_NpcManagerProfile.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Codex/World/Resources/FishingLootContainers/FishingLootContainers_CodexEntry.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Tutorials/TrustAndRenown_TutorialEntry.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Items/KnowledgeBooks/Agility/AgilityKnowledgeStatusEffect_2.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Items/UniqueQuestItems/AnnaSpicies.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/ConstructionSite/Elements/Tier2/WoodenPlatformStilts.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Codex/World/Resources/Fishes/Clawfin_CodexEntry.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Items/KnowledgeBooks/Agility/Agility_KnowledgeBook_3.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Codex/World/Resources/Fishes/StripedCatfin_CodexEntry.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Npcs/Templates/NpcManagerProfiles/RaidMap/POIs/ConquestPois/Cassians/CassiansConquestTradePortPoi_NpcManagerProfile.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Tutorials/Hire_TutorialEntry.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Items/UniqueQuestItems/SafetyFirst_TradersBag.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/ConstructionSite/Elements/Tier2/BoatFabric.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Crafting/Catalysts/OrchardTreeCuttingCatalyst.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Items/KnowledgeBooks/Agility/Agility_KnowledgeBook_5.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Codex/World/Resources/Fishes/OrangeSnapper_CodexEntry.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Tutorials/NpcManagement_TutorialEntry.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Items/UniqueQuestItems/StolenGoodsThievesofHarthbay.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/ConstructionSite/Elements/Tier2/VerticalLongThinHardPlank.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Codex/World/Resources/Fishes/GoldenBandedfish_CodexEntry.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Items/KnowledgeBooks/Agility/Agility_KnowledgeBook_4.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Items/UniqueQuestItems/ToolsForDalibor.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Tutorials/Test_GearPresetTutorialEntry.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Items/KnowledgeBooks/Agility/AgilityKnowledgeStatusEffect_3.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Codex/World/Resources/Fishes/SpeckledSpotfin_CodexEntry.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/ConstructionSite/Elements/Tier2/HardwoodLongThinStick.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Tutorials/CaravanStation_TutorialEntry.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Quests/MainQuest/OnGreatCruise/OnGreatCruiseQuest_MeetGilroyLoxley.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Items/UniqueQuestItems/ClosureNecklace.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/ConstructionSite/Elements/Tier2/BattlementsPalisade.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Placeables/VillageImprovements/VM_Stables.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Items/KnowledgeBooks/Agility/AgilityKnowledgeStatusEffect_4.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Crafting/AutoGeneration/Well.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Quests/MainQuest/OnGreatCruise/OnGreatCruiseQuest_CheckWithAmelie.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Codex/World/Resources/Fishes/RedscaleStriper_CodexEntry.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Items/KnowledgeBooks/Shields/ShieldsKnowledgeStatusEffect_4.uasset: Package has unversioned properties but mapping file is missing, can't serializeellwright/Content/Mist/Data/Crafting/AutoGeneration/RainwaterCollector.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Items/UniqueQuestItems/SirMedivalPart3_Treasure.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Quests/MainQuest/OnGreatCruise/OnGreatCruiseQuest_ReportToAmelie.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Codex/World/Resources/Fishes/MoltenBlackfin_CodexEntry.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Crafting/Furnace/EasyRecipeTemperature.uasset: Package has unversioned properties but mapping file is missing, can't serialize
rsioned properties but mapping
[ERR] Error while processing Bellwright/Content/Mist/Data/Quests/MainQuest/OnGreatCruise/OnGreatCruiseQuest_KillLoxley.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Items/UniqueQuestItems/BrigandsLetter.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/ConstructionSite/Elements/Tier2/DoorKnobTiny.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Codex/World/Resources/Fishes/LeopardFlamefish_CodexEntry.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Crafting/Catalysts/FertilizerCatalyst.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Items/KnowledgeBooks/Shields/Shields_KnowledgeBook_1.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Items/UniqueQuestItems/TheCraftsmansTools.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Quests/MainQuest/OnGreatCruise/GilroyLoxleyNPCTalk.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Codex/World/Resources/Fishes/RainbowSpeckler_CodexEntry.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Codex/World/Resources/Fishes/SpottedGluttonfish_CodexEntry.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Quests/MainQuest/OnGreatCruise/OnGreatCruiseQuest.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Items/UniqueQuestItems/ACutAboveGlue.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/ConstructionSite/Elements/Tier2/TinyWoodenPiece.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Codex/World/Resources/Fishes/CrimsonDartfish_CodexEntry.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Items/KnowledgeBooks/Shields/Shields_KnowledgeBook_3.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Codex/World/Resources/Fishes/SteelfinGlider_CodexEntry.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Items/KnowledgeBooks/Shields/ShieldsKnowledgeStatusEffect_5.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Codex/World/Resources/Fishes/StripedShadowtail_CodexEntry.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Items/UniqueQuestItems/ToolsForRobinEbbot.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Items/KnowledgeBooks/Shields/Shields_KnowledgeBook_2.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Quests/SideQuests/Padstow/Mixology/MixologyQuest_CheckingRecipeTalk.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Codex/World/Resources/Fishes/EbonEel_CodexEntry.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Quests/RaidMap/AWalkingTarget/AWalkingTarget_TalkToLozar.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Items/UniqueQuestItems/ACutAboveAxeHeads.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Items/KnowledgeBooks/Shields/ShieldsKnowledgeStatusEffect_2.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/ConstructionSite/Elements/Tier2/HardWoodenPlanksFlat.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Codex/World/Resources/Fishes/SilverBroadfin_CodexEntry.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Items/UniqueQuestItems/GlueForBlacksmith.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Items/KnowledgeBooks/Shields/ShieldsKnowledgeStatusEffect_3.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Quests/MainQuest/DifferentOutcome/MainQuestDifferentOutcome_FirstTalkToAmelie.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Quests/RaidMap/AWalkingTarget/AWalkingTarget_TalkToPetrides.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/ConstructionSite/Elements/Tier2/HayRoofLargePiece.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Quests/MainQuest/DifferentOutcome/MainQuestDifferentOutcome_TalkToPaulHerryAfter.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Codex/World/Resources/Fishes/RadMap/BeardedMullet_CodexEntry.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Quests/RaidMap/OnTheKnifesEdge/OntheKnifesEdgeQuest_BringSwords.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Items/KnowledgeBooks/Shields/ShieldsKnowledgeStatusEffect_1.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Npcs/Templates/NpcManagerProfiles/RaidMap/POIs/ConquestPois/Neutral/NeutralConquestRedholdGuardPostPoi_NpcManagerProfile.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Quests/MainQuest/DifferentOutcome/MainQuestDifferentOutcome_TalkToAnsel.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/ConstructionSite/Elements/Tier2/TinyDecoStick.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Crafting/Catalysts/OrchardShovelCatalyst.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Codex/World/Resources/Fishes/RadMap/ShortfinInkfish_CodexEntry.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Quests/SideQuests/Padstow/Mixology/MixologyQuest_TalkToMarlinFurke.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Quests/MainQuest/DifferentOutcome/MainQuestDifferentOutcome_TalkToAmelieAfter.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Items/KnowledgeBooks/Shields/Shields_KnowledgeBook_5.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Npcs/Templates/NpcManagerProfiles/RaidMap/POIs/ConquestPois/Neutral/NeutralConquestNaurohVillagePoi_NpcManagerProfile.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/ConstructionSite/Elements/Tier2/T2_GateRope.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Items/KnowledgeBooks/Shields/Shields_KnowledgeBook_4.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Npcs/Templates/NpcManagerProfiles/RaidMap/POIs/ConquestPois/Neutral/NeutralConquestCragkeepCastlePoi_NpcManagerProfile.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/ConstructionSite/Elements/Tier2/BoatWood.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Codex/World/Resources/Fishes/RadMap/Snakefish_CodexEntry.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Npcs/Templates/NpcManagerProfiles/RaidMap/POIs/ConquestPois/Neutral/NeutralConquestRustshoreVillagePoi_NpcManagerProfile.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Items/KnowledgeBooks/Crafting/Crafting_KnowledgeBook_2.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/ConstructionSite/Elements/Tier2/HardwoodPlankThin_Bark.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Quests/MainQuest/DifferentOutcome/MainQuestDifferentOutcome_TalkToElderMarcel.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Npcs/Templates/NpcManagerProfiles/RaidMap/POIs/ConquestPois/Neutral/NeutralConquestOpportunistBlissPoi_NpcManagerProfile.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Codex/World/Resources/Fishes/RadMap/BroadheadChub_CodexEntry.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Crafting/AnimalHusbandry/ResourceGeneration/EggGeneration.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/ConstructionSite/Elements/Tier2/T2_GateBeamLog.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Items/KnowledgeBooks/Crafting/CraftingKnowledgeStatusEffect_3.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Npcs/Templates/NpcManagerProfiles/RaidMap/POIs/ConquestPois/Neutral/NeutralConquestVillageOutpost_NpcManagerProfile.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Crafting/AnimalHusbandry/ResourceGeneration/FeathersGeneration.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Npcs/Templates/NpcManagerProfiles/RaidMap/POIs/ConquestPois/Neutral/NeutralConquestTradePortPoi_NpcManagerProfile.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Quests/SideQuests/Padstow/SpecialDelivery/SpecialDeliveryQuest_TalkToElderAfter.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Crafting/AnimalHusbandry/ResourceGeneration/MilkGeneration.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Npcs/Templates/NpcManagerProfiles/RaidMap/POIs/ConquestPois/Neutral/NeutralConquestCragkeepBayPoi_NpcManagerProfile.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Crafting/AnimalHusbandry/ResourceGeneration/ManureGeneration.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Characters/Animals/Curves/FertilityCurve.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Items/UniqueQuestItems/PickpocketLetter.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Crafting/AnimalHusbandry/ResourceGeneration/WoolGeneration.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Items/KnowledgeBooks/Crafting/CraftingKnowledgeStatusEffect_5.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Characters/Animals/Curves/YieldCurve.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Npcs/Templates/NpcManagerProfiles/RaidMap/POIs/ConquestPois/Neutral/NeutralConquestHarthbayVillagePoi_NpcManagerProfile.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/ConstructionSite/Elements/Tier2/HardwoodLogVerticalLong.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Codex/World/Resources/Fishes/RadMap/BottomDweller_CodexEntry.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Characters/Animals/Curves/MetabolismCurve.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Items/UniqueQuestItems/OverseerBook.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Items/KnowledgeBooks/Crafting/Crafting_KnowledgeBook_4.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Crafting/AnimalHusbandry/Breeding/CowBreeding.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/ConstructionSite/Elements/Tier2/HardwoodPlankAngledThin.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Codex/Lore/History/Chapter1HaerndeanCodexEntry.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Quests/RaidMap/OnTheKnifesEdge/OntheKnifesEdgeQuestTalkToBard.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Crafting/Catalysts/FarmTillCatalyst.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Codex/World/Resources/Fishes/RadMap/Milefang_CodexEntry.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Items/UniqueQuestItems/SecretMessage_Letter_Frauded.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Characters/Animals/Curves/VitalityCurve.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Items/KnowledgeBooks/Crafting/Crafting_KnowledgeBook_3.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/ConstructionSite/Elements/Tier2/HardwoodRoofCube.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Quests/RaidMap/OnTheKnifesEdge/OntheKnifesEdgeQuest.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/TechTree/TechTreeEditor.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Crafting/Catalysts/FarmWaterCatalyst.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Codex/Lore/History/Chapter3FarnworthCodexEntry.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Items/UniqueQuestItems/PotionFromHerbalist.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Crafting/AnimalHusbandry/Breeding/SheepBreeding.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Characters/Animals/Curves/ResilienceCurve.uasset: Package has unversioned properties but mapping file is missing, can't serializentent/Mist/Data/Items/KnowledgeBooks/Crafting/CraftingKnowledgeStatusEffect_4.uasset: Package has unversioned properties but mapping file is missing, can't serialize
et: Package has unversioned properties but
[ERR] Error while processing Bellwright/Content/Mist/Data/TechTree/Decorations/DaruShrine.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/ConstructionSite/Elements/Tier2/MossSticks.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Quests/RaidMap/TheMusesHelp/TheMusesHelpQuest_ReturnToBard.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Codex/Lore/History/UnificationofKarveniaCodexEntry.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Characters/Animals/Curves/ProductionCurve.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Placeables/Containers/Chests/TestDecorationsChest1.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Items/KnowledgeBooks/Crafting/CraftingKnowledgeStatusEffect_2.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Items/UniqueQuestItems/LostSword.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/TechTree/Decorations/ErdanaShrine.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Placeables/Containers/Chests/TestResourceChest2.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Items/KnowledgeBooks/Crafting/CraftingKnowledgeStatusEffect_1.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Crafting/Catalysts/SunCatalyst.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Codex/Lore/History/RebellionCodexEntry.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/ConstructionSite/Elements/Tier2/GatePartA3.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Items/UniqueQuestItems/SolsticeSecretBooze.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/TechTree/Decorations/DevannosShrine.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Items/KnowledgeBooks/Crafting/Crafting_KnowledgeBook_5.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Codex/Lore/History/Chapter2PadstowCodexEntry.uasset: Package has unversioned properties but mapping file is missing, can't serialize
[ERR] Error while processing Bellwright/Content/Mist/Data/Placeables/Containers/Chests/TestResourceChest1.uasset: Package has unversioned properties but mapping file is missing, can't serialize
